gene,ctrl_1,ctrl_2,ctrl_3,lps_1,lps_2,lps_3
4930597O21Rik,0,0,0,4,0,5
Gng12,4294,2618,2802,6041,5431,4848
Gm36816,0,0,0,0,0,0
Gm15644,0,0,0,0,1,0
Gm29848,0,0,0,0,0,0
Gm25260,0,0,0,0,0,0
Gadd45a,222,157,131,464,544,460
E230016M11Rik,20,10,21,4,7,1
A430010J10Rik,2,0,0,0,0,0
Gm38825,0,0,0,0,0,0
Gm8566,26,18,14,13,9,15
Gm44052,0,0,0,0,0,0
Serbp1,12506,8134,8082,8646,7643,7219
Gm44050,0,0,0,2,0,0
Il12rb2,194,125,146,97,72,68
Gm8574,0,0,0,0,0,0
Gm44208,0,0,0,0,0,0
Gm4761,0,0,0,2,4,0
Gm44083,0,0,0,0,0,0
Il23r,0,0,0,10,25,17
Gm42889,0,0,0,0,0,0
Tacstd2,8,1,2,2,1,0
Igkv2-137,0,0,0,0,0,0
4930515G16Rik,0,0,0,0,0,0
Igkv1-136,0,0,0,0,0,0
Igkv1-135,0,0,0,0,0,2
Gm9728,0,0,1,0,0,0
Rpl18a-ps2,0,0,0,0,0,0
Igkv14-134-1,0,0,0,0,0,0
Igkv17-134,0,0,0,0,0,0
Igkv1-133,0,0,0,0,0,0
Gm5308,0,0,0,0,0,0
Rpl18a-ps3,0,0,0,0,0,0
Gm43284,0,0,0,0,0,0
Igkv1-132,0,0,0,0,0,0
Igkv1-131,0,0,0,0,0,0
Gm18980,0,0,0,0,0,0
Igkv14-130,0,0,0,0,0,0
Gm22425,0,0,0,0,0,0
Gm24911,0,0,0,0,0,0
Igkv9-129,0,0,0,0,0,0
Igkv9-128,0,0,0,0,0,0
Igkv17-127,0,0,0,0,0,2
Igkv14-126-1,0,0,0,0,0,0
Gm9729,0,0,0,1,0,0
Igkv14-126,0,0,0,0,0,0
Gm25910,0,0,0,0,0,0
Igkv11-125,0,0,0,0,0,0
Igkv9-124,0,0,0,0,0,0
Igkv9-123,0,0,0,0,0,0
Igkv1-122,0,0,0,0,0,0
Igkv17-121,0,1,0,0,0,0
Igkv9-120,0,0,0,0,0,0
Igkv9-119,0,0,0,0,0,0
Igkv14-118-2,0,0,0,0,0,0
Igkv14-118-1,0,0,0,0,0,0
Gm43739,0,0,0,0,0,0
Gm5309,0,7,0,0,0,0
Igkv11-118,0,0,0,0,0,0
Igkv1-117,0,0,0,5,4,4
Gm43171,0,0,0,0,0,0
Gm43170,0,0,0,0,0,0
Igkv2-116,0,0,0,0,0,0
Igkv1-115,0,0,0,0,0,0
Igkv11-114,0,0,0,0,0,0
Igkv2-113,0,0,0,0,0,0
Gm4873,0,0,0,0,0,0
Igkv2-112,0,0,0,0,0,0
Igkv14-111,0,0,2,2,0,0
Gm25436,0,0,0,0,0,0
Igkv1-110,0,0,0,0,0,0
Gm43007,0,0,0,0,0,0
Gm42612,0,0,0,0,0,0
Igkv2-109,0,0,0,0,0,0
Igkv1-108,0,0,0,0,0,0
Igkv2-107,0,0,0,0,0,0
Igkv11-106,0,0,0,0,0,0
Igkv2-105,0,0,0,0,0,0
Gm5310,0,0,0,0,0,0
Igkv16-104,0,0,0,0,0,1
Igkv15-103,0,0,0,5,0,0
Igkv15-102,0,0,0,0,0,0
Igkv20-101-2,0,0,0,0,0,0
Igkv15-101-1,0,0,0,0,0,0
Igkv15-101,0,0,0,0,0,0
Igkv14-100,0,0,0,0,0,0
Gm25833,0,0,0,0,0,0
Igkv1-99,0,0,0,0,0,0
Igkv12-98,0,0,0,0,0,0
Igkv15-97,0,0,0,0,0,0
Igkv10-96,0,0,0,3,0,0
Igkv2-95-2,0,0,0,0,0,0
Igkv2-95-1,0,0,0,0,0,0
Igkv10-95,0,0,0,0,0,0
Igkv10-94,0,0,0,0,0,3
Igkv2-93-1,0,0,0,0,0,0
Gm40414,1,0,0,0,0,0
Igkv19-93,0,0,0,2,0,1
Igkv4-92,0,0,0,0,0,0
Gm42925,0,0,0,0,0,0
Igkv4-91,0,0,0,0,0,0
Igkv4-90,0,0,0,0,0,0
Gm42924,0,0,0,0,0,0
Igkv12-89,0,0,0,0,0,0
Igkv1-88,0,0,0,0,0,1
Gm42539,0,0,0,0,0,0
Gm42543,0,0,0,0,0,0
Gm42542,0,0,0,0,0,0
Igkv13-87,0,0,0,0,0,0
Gm43710,0,0,0,0,0,0
Igkv4-86,0,0,0,0,0,0
Igkv13-85,0,0,0,0,0,0
Igkv13-84,0,0,0,0,0,0
Igkv4-83,0,0,0,0,0,0
Igkv13-82,0,0,0,0,0,0
Igkv4-81,0,0,0,0,0,1
Igkv13-80-1,0,0,0,0,0,0
Igkv4-80,0,0,0,0,0,0
Igkv4-79,0,0,0,0,0,0
Igkv13-78-1,0,0,0,0,0,0
Igkv4-78,0,0,0,0,0,0
Gm43583,0,0,0,0,0,0
Igkv4-77,0,0,0,0,0,0
Igkv13-76,0,0,0,0,0,0
Igkv4-75,0,0,0,0,0,0
Igkv13-74-1,0,0,0,0,0,0
Igkv4-74,0,0,0,0,0,0
Igkv13-73-1,0,0,0,0,0,0
Igkv4-73,0,0,0,0,0,0
Igkv4-72,0,0,0,1,0,0
Igkv13-71-1,0,0,0,0,0,0
Igkv4-71,0,0,0,0,0,0
Igkv4-70,0,0,0,0,0,0
Igkv4-69,0,0,0,0,0,0
Igkv4-68,2,0,0,0,0,0
Igkv12-67,0,0,0,0,0,0
Rprl1,0,0,0,0,0,0
Rprl1|ENSMUSG00000106222.2,0,0,0,0,0,0
Igkv12-66,0,0,0,0,0,0
Igkv4-65,0,0,0,0,0,0
Igkv13-64,0,0,0,0,0,0
Igkv4-63,0,0,0,0,0,0
Igkv13-62-1,0,0,0,0,0,0
Igkv4-62,0,0,0,0,0,0
Igkv13-61-1,0,0,0,0,0,0
Igkv4-61,0,0,0,0,0,0
Igkv4-59,0,0,0,1,2,0
Igkv4-60,0,0,0,0,0,0
Igkv4-58,0,0,0,0,0,0
Rn7s6,0,0,0,0,0,0
ENSMUSG00002075625,0,0,0,0,0,0
Igkv13-57-2,0,0,0,0,0,0
Igkv4-57-1,0,0,0,0,0,0
Igkv13-57-1,0,0,0,0,0,0
Igkv4-57,0,0,0,0,0,0
Igkv13-56-1,0,0,0,0,0,0
Igkv4-56,0,0,0,0,0,0
Igkv13-55-1,0,0,0,0,0,0
Igkv4-55,0,0,0,0,0,0
Igkv13-54-1,0,0,0,0,0,0
Igkv4-54,0,0,0,0,0,0
Igkv4-53,0,0,0,0,0,0
Gm42606,0,0,0,0,0,0
Igkv4-51,0,0,0,0,0,0
Gm42958,0,0,0,0,0,0
Igkv4-50,0,0,0,0,0,0
Igkv12-49,0,0,0,0,0,0
Igkv5-48,0,0,0,0,0,0
Igkv12-47,0,0,0,0,0,0
Igkv12-46,0,0,0,0,0,0
Igkv5-45,0,0,0,0,0,0
Igkv12-44,0,0,0,0,0,0
Igkv5-43,0,0,0,0,0,0
Igkv12-42,0,0,0,0,0,0
Igkv12-41,0,0,0,3,0,0
Igkv5-40-1,0,0,0,0,0,0
Igkv12-40,0,0,0,0,0,0
Igkv5-39,0,0,0,0,0,1
Gm43220,0,0,0,0,0,0
Igkv12-38,0,0,0,0,0,0
Igkv5-37,0,0,0,0,0,0
Igkv18-36,0,0,0,0,0,0
Igkv1-35,0,0,0,0,0,0
ENSMUSG00002076017,0,0,0,0,0,0
Gm43586,0,0,0,0,0,0
Igkv8-34,0,0,0,0,0,0
Igkv7-33,0,0,0,0,0,0
Igkv6-32,0,0,0,2,0,0
Igkv8-31,0,0,0,0,0,0
Igkv8-30,0,0,0,0,0,0
Gm42818,1,0,0,0,0,0
Igkv6-29,0,0,0,0,0,0
Igkv8-28,0,0,0,0,4,0
ENSMUSG00002075740,0,0,0,0,0,0
Igkv8-27,0,0,0,1,2,0
Igkv8-26,0,0,0,0,0,0
Gm8828,0,0,0,0,0,0
Igkv6-25,0,0,0,0,0,0
Igkv8-24,0,0,0,0,0,0
Gm43218,0,0,0,0,0,0
Igkv6-23,0,0,0,2,0,0
Gm8836,0,0,0,0,0,0
Gm11065,0,0,0,0,0,0
Igkv8-22,0,0,0,0,0,0
Igkv8-21,0,0,0,0,0,0
Amd-ps5,0,0,0,0,0,0
Igkv6-20,0,0,0,0,4,0
Igkv8-19,0,0,0,0,0,0
Igkv8-18,0,0,0,0,0,1
Gm8848,0,0,0,0,0,0
Igkv6-17,0,0,0,0,0,0
Igkv8-16,0,0,2,0,0,0
Gm42667,0,0,0,0,0,0
Igkv6-15,0,0,0,0,0,0
Gm8853,0,0,0,0,0,0
Gm10360,0,0,0,0,0,0
Gm6157,1,0,0,0,0,0
Igkv6-14,0,0,0,0,0,0
Gm8862,0,0,0,0,0,0
Igkv6-13,0,0,0,0,0,1
Gm8872,0,0,0,0,0,0
Gm42720,0,0,0,0,0,0
Gm42773,0,0,0,0,0,0
Igkv3-12-1,0,0,0,0,0,0
Igkv3-12,0,0,0,0,0,0
Igkv3-11,0,0,0,0,0,0
Igkv3-10,0,0,0,0,0,0
Igkv3-9,0,0,0,0,0,0
Igkv3-8,0,0,0,0,0,0
Igkv3-7,0,0,0,0,0,0
Igkv3-6,0,0,0,0,0,0
Igkv3-5,0,0,0,0,0,0
Igkv3-4,0,0,0,0,0,0
Igkv3-3,0,0,0,0,0,0
Igkv3-2,0,0,0,0,0,0
Igkv3-1,0,0,0,0,0,0
Gm30211,0,0,0,0,1,4
Igkj1,0,0,0,0,0,0
Igkj2,0,0,0,0,0,0
Igkj3,0,0,0,0,0,0
Igkj4,0,0,0,0,0,2
Igkj5,0,0,0,3,1,0
Igkc,5,8,6,29,17,13
Rpia,402,307,284,261,258,220
Eif2ak3,1272,851,810,149,109,113
Gm23346,0,0,0,0,1,0
Gm43292,1,0,0,0,0,0
Tex37,0,0,0,0,0,0
Foxi3,0,0,0,0,0,0
Gm23485,0,0,0,0,0,0
Gm43906,0,0,0,0,0,0
Rpl34-ps1,42,28,12,31,21,21
Thnsl2,3,4,1,11,5,10
Gm44427,0,0,0,11,0,10
Fabp1,0,0,0,2,0,0
Smyd1,1,0,0,6,3,4
Mir8112,0,0,0,0,0,0
Krcc1,2571,1581,1704,2846,2626,2411
Gm44321,33,33,19,35,12,23
Gm1070,6,8,8,21,8,6
Cd8b1,0,0,0,0,7,0
Gm44110,0,0,0,0,0,0
Gm44111,0,0,0,0,0,0
Gm44174,0,0,0,0,0,0
Gm44175,1,0,0,0,0,0
Cd8a,5,0,2,28,3,18
Rmnd5a,3311,2234,2166,1726,1693,1329
Gm44130,0,0,0,0,4,0
Gm44172,0,0,0,0,0,0
Gm44186,0,0,0,0,0,0
Rnf103,1515,1004,1038,1278,1060,883
Gm44194,0,0,0,0,0,0
1700040L08Rik,1,0,0,0,0,0
Chmp3,3709,2422,2436,2225,1941,1656
Kdm3a,1754,1148,1108,1112,977,1044
Gm6063,13,2,1,0,2,3
Gm44768,0,0,1,0,0,0
Rpl19-ps9,0,0,1,1,0,1
Reep1,8,13,14,5,6,5
Gm44769,0,0,0,0,0,0
Gm44770,0,0,0,0,0,0
Mrpl35,660,447,448,522,517,419
Gm44771,0,0,0,0,0,0
Immt,4200,2434,2372,3065,2694,2474
Gm17825,19,4,16,9,2,9
Ptcd3,1117,706,772,698,445,507
Snord94,0,8,0,0,2,0
Polr1a,2891,1845,1944,910,801,596
Gm19078,1,0,0,0,0,0
Gm26628,7,10,4,4,0,5
9130221F21Rik,0,0,0,0,0,0
Gm8952,1,0,0,0,0,0
Gm44604,0,0,0,0,0,0
St3gal5,8229,5693,5578,3283,3181,2866
Gm29438,27,5,1,1,4,1
4933431G14Rik,9,8,4,8,3,2
Gm38832,30,14,41,4,7,3
Atoh8,7,0,2,2,8,10
Sftpb,0,0,1,0,0,0
Usp39,1290,839,933,816,688,637
Gm45051,0,0,0,0,0,0
0610030E20Rik,1205,766,792,613,650,604
Tmem150a,148,65,93,68,35,37
Rnf181,1604,991,1044,703,665,655
Vamp5,2,14,10,8,5,9
Vamp8,2746,1885,1847,3797,3404,2973
Ggcx,284,180,165,99,112,111
Mat2a,7768,4988,5191,3878,3634,3309
Particl,31,23,28,4,15,3
Sh2d6,21,20,25,14,26,19
Capg,21722,15587,15470,17131,15986,13269
Elmod3,297,239,197,54,44,52
Retsat,823,527,547,336,297,309
Gm45053,2,1,4,9,5,0
Tgoln1,6837,4275,4654,4559,4144,3769
Gm20536,0,0,0,0,0,0
Tcf7l1,0,0,2,0,0,0
Gm15401,0,0,0,0,0,0
Gm37969,0,0,0,0,0,0
Gm38114,0,0,0,0,0,0
Gm38320,0,0,0,0,0,0
Gm15402,0,0,0,0,0,0
Gm37736,0,0,0,0,0,0
Kcmf1,2310,1537,1553,1904,1709,1682
D530018E20Rik,0,0,1,2,0,3
Gm26640,0,1,0,0,0,0
Tmsb10,9177,7232,6768,7637,7000,6110
Gm18402,0,0,0,0,0,0
Gm20560,0,1,0,0,1,1
Dnah6,16,5,3,0,0,0
Gm24533,0,0,0,0,0,0
Gm40377,3,2,0,0,0,0
Suclg1,1836,1242,1370,1068,916,849
Gm44475,0,0,0,0,0,0
ENSMUSG00002076411,0,0,0,0,0,0
Olfr210-ps1,0,0,0,0,0,0
1700065L07Rik,0,0,0,0,0,0
Jkampl,0,0,0,0,0,0
Gm4374,2,3,0,1,0,1
Gm31747,0,0,0,0,0,0
Gm44225,0,0,0,0,0,0
Gm26179,0,0,0,0,0,0
Gm23924,0,0,0,0,0,0
ENSMUSG00002075743,0,0,0,0,0,0
Gm8992,0,0,0,0,0,0
Gm8993,0,0,0,0,0,0
Gm6210,34,21,17,30,15,30
Gm8999,0,0,0,0,0,0
4933439N06Rik,0,0,0,0,0,0
Gm9001,0,0,0,0,0,0
Gm44113,0,0,0,0,0,0
Gm5995,0,0,0,0,0,0
ENSMUSG00002075927,0,0,0,0,0,0
Gm22283,0,0,0,0,0,0
Gm44126,1,3,3,3,1,0
Gm44163,0,0,0,0,0,0
Gm9008,3,1,0,1,0,0
Gm44166,0,0,0,0,0,0
Ctnna2,0,0,0,0,0,0
Lrrtm1,0,0,0,0,0,0
Gm44234,0,0,0,0,0,0
6330415B21Rik,0,0,0,0,0,0
Gm44435,0,0,0,0,0,0
Gm44433,0,0,0,0,0,0
Gm44235,0,0,0,0,0,0
Gm44438,0,0,0,0,0,0
Gm44286,0,0,0,0,0,0
Gm44288,0,0,0,0,0,0
Gm44437,0,0,0,0,0,0
Gm44255,0,0,0,0,0,0
Gm21045,0,0,0,0,0,0
Gm5576,1,0,4,1,4,0
Reg3b,0,0,0,0,0,0
Reg3d,0,0,0,0,0,0
Reg3a,0,0,0,0,0,0
Reg2,0,0,0,0,0,0
Reg1,0,0,0,0,0,0
Reg3g,0,0,0,0,0,0
Gm21392,0,0,0,0,0,0
Gm6072,0,0,0,0,0,0
Gm23727,0,0,0,0,0,0
Gm29005,0,0,0,0,0,0
Gm20362,0,0,0,0,0,0
Gm5311,0,0,0,0,0,0
Gm6261,0,0,0,0,0,0
Gm44271,0,0,0,0,0,0
Gm20594,0,0,0,0,0,0
Gm4409,0,0,0,0,0,0
Lrrtm4,0,0,0,0,0,0
Gm44240,0,0,0,0,0,0
Gm44228,0,0,0,0,0,0
Gm44230,0,0,0,0,0,0
Gm20371,0,0,0,0,0,0
Gm44241,0,0,0,0,0,0
Gm44229,0,0,0,0,0,0
Gm44242,0,0,0,0,0,0
Gm44231,1,0,0,0,0,0
Gm43900,0,0,0,0,0,0
Gm43901,0,0,0,0,0,0
Gm26264,0,0,0,0,0,0
Gm38839,0,0,0,0,0,0
Gm22530,0,0,0,0,0,0
Gm4874,0,0,0,1,0,0
Gm38840,0,0,0,0,0,0
1700097M23Rik,0,0,0,0,0,0
Mir7232,0,0,0,0,0,0
Mir468,0,0,0,0,0,0
1700009C05Rik,0,0,0,0,0,0
Gcfc2,304,219,194,56,62,35
Mrpl19,979,664,636,649,573,621
Gm20383,0,0,0,0,0,0
Gm44202,0,0,0,0,0,0
Eva1a,0,0,0,0,0,0
Gm15864,0,0,0,0,0,0
Gm31861,0,0,0,0,0,0
Gm44209,0,0,0,0,0,0
Tacr1,0,0,0,0,0,0
Pole4,1615,1096,1082,1129,1017,900
Gm44145,0,0,0,0,0,0
Hk2,1787,1170,1276,6289,6415,4947
Gm17034,2,3,4,3,9,6
Gm38843,4,4,0,1,6,1
Gm32591,0,0,3,0,0,0
2310069B03Rik,0,0,1,0,0,0
Gm6312,0,0,0,0,0,0
Gm45145,0,0,0,0,0,0
Sema4f,1,0,1,0,0,1
M1ap,235,175,130,62,80,69
Gm19287,0,0,0,0,0,0
Gm43985,0,0,0,0,0,0
Gm43981,0,0,0,0,0,0
Dok1,1891,1179,1340,869,904,768
Loxl3,238,145,126,66,69,66
Mir7040,0,0,0,0,0,0
Htra2,1854,1237,1161,894,887,831
Aup1,4104,2738,2759,2972,2777,2401
Dqx1,65,13,28,10,52,31
Tlx2,0,0,0,0,0,0
Gm37092,0,0,0,0,0,0
Pcgf1,176,142,138,81,59,85
Lbx2,12,4,7,1,1,3
Mir3470a,0,0,0,0,0,0
Ccdc142,1,3,3,0,0,0
Gm42688,62,32,41,6,2,9
Ccdc142os,17,11,6,2,0,2
Mrpl53,0,0,0,0,0,0
Mogs,2518,1669,1596,1046,877,773
Wbp1,468,373,292,162,105,117
Ino80b,499,274,302,233,169,139
Gm44287,0,0,0,0,0,0
Rtkn,9,6,2,1,0,0
Wdr54,33,42,51,17,10,3
1700003E16Rik,5,5,10,0,0,0
Dctn1,5867,4050,4205,4207,4153,3603
Gm15624,3,0,2,0,0,0
Slc4a5,3,6,0,5,0,0
Mthfd2,2849,1816,1962,4281,4397,3902
Gm43890,18,9,12,5,7,8
Mob1a,15035,9610,9962,16594,15290,14281
Bola3,368,317,297,272,312,200
Tet3,4937,3416,3570,924,945,878
Mir6374,0,0,0,0,0,0
5430434F05Rik,1,2,4,0,0,3
B230319C09Rik,8,9,5,4,1,4
Dguok,508,358,366,171,199,191
Actg2,0,0,0,0,0,0
Stambp,637,494,506,664,596,616
Gm18537,7,3,9,0,1,0
Gm21284,0,0,2,0,1,0
7SK|ENSMUSG00002076019.1,0,0,0,0,0,0
Gm7424,0,1,0,3,2,1
Clec4f,1,0,0,0,0,0
Cd207,1898,1114,1209,545,482,505
Vax2os,0,0,0,0,0,0
ENSMUSG00002076206,0,0,0,0,0,0
ENSMUSG00002076237,0,0,0,0,0,0
ENSMUSG00002075910,0,0,0,0,0,0
Vax2,0,0,0,0,0,0
Gm25054,0,0,0,0,0,0
Atp6v1b1,2,0,2,0,0,0
1700124L16Rik,3,0,2,1,0,0
Ankrd53,0,3,0,1,0,0
Tex261,4567,2890,2869,1271,1091,1007
Gm7443,0,0,3,0,0,0
Nagk,2283,1470,1489,804,743,595
Paip2b,945,626,630,240,199,174
Gm23014,0,0,0,0,0,0
Gm5312,1,1,1,2,5,1
Gm6342,0,0,0,0,0,0
Zfp638,2863,1771,1851,1411,1176,1288
Gm44750,0,0,0,0,0,0
Gm5138,0,1,0,3,1,1
Gm43919,0,0,0,0,0,0
Gm43920,0,0,0,1,0,0
Dysf,2,2,3,0,0,1
Gm33024,0,0,0,0,0,0
Gm7498,0,0,2,0,0,0
Gm15475,0,0,0,0,0,0
Gm44127,0,0,0,0,0,0
Gm10445,0,0,0,0,0,0
4930504D19Rik,0,0,0,0,0,0
Cyp26b1,3,0,0,1,0,4
Exoc6b,1236,776,857,1742,1428,1547
Gm7507,0,0,0,1,1,0
Gm44012,0,0,0,0,0,0
Gm44011,0,0,0,0,0,0
7SK|ENSMUSG00002076773.1,0,0,0,0,0,0
Npm3-ps1,10,1,4,4,1,1
Gm43954,0,0,0,0,0,0
Gm43955,0,0,0,0,0,0
Gm43957,0,0,0,0,0,0
Gm5878,0,0,0,0,0,0
Gm43959,0,0,0,0,0,0
Spr,1178,931,854,345,373,279
Gm10444,0,0,0,0,0,0
Gm44285,0,0,0,0,0,0
Gm22893,0,0,0,0,0,0
Spr-ps1,0,0,0,0,0,0
Emx1,0,0,0,0,0,0
Sfxn5,516,507,430,257,227,230
Rab11fip5,3077,2133,2102,823,822,760
Mir705,0,0,0,0,0,0
Noto,0,0,0,0,0,0
Smyd5,1553,987,1055,1279,930,943
Pradc1,176,122,166,22,35,33
Cct7,6025,4263,4138,6207,5012,4847
Fbxo41,0,0,1,0,0,0
Egr4,0,0,4,0,0,0
Gm44023,0,0,0,0,0,0
Alms1,308,211,188,11,15,8
Gm43588,0,0,0,0,0,0
Gm42600,10,7,8,3,0,0
Nat8f7,0,0,0,0,0,0
Alms1-ps1,0,1,0,0,0,0
Nat8f3,0,0,0,0,0,0
ENSMUSG00002075608,0,0,0,0,0,0
Alms1-ps2,0,0,0,0,0,0
Mir6375,0,0,0,0,0,0
Nat8f6,0,0,0,0,0,0
Nat8f5,0,0,0,0,0,0
Nat8,0,0,0,0,0,0
Ptges3-ps,456,270,291,359,295,306
Nat8f2,0,0,0,0,0,0
Gm43309,0,0,0,0,0,0
Nat8f4,12,9,15,4,12,8
Nat8f1,13,24,22,7,8,8
Tprkb,810,513,560,311,241,257
Gm18290,4,0,0,0,0,1
Nat8b-ps,0,0,0,0,0,0
Gm7542,0,0,0,0,0,3
Dusp11,3086,2172,2046,3641,3232,3263
Gm19265,11,3,2,3,0,2
4930553P18Rik,3,0,0,0,0,0
Figla,0,0,0,0,0,0
Add2,0,0,0,0,0,0
Gm44090,0,0,0,0,0,0
Gm44089,0,0,0,0,0,0
Gm19596,0,0,0,0,0,0
Tgfa,0,0,0,0,0,0
Gm43917,0,0,0,0,0,0
Gm7545,0,0,0,0,0,0
Gm10443,16,20,11,11,10,16
Gm18862,0,0,0,0,0,0
Fam136a,947,681,640,370,341,296
Snrpg,780,601,521,488,531,446
Gm44941,10,3,10,3,0,0
Pcyox1,3769,3215,2725,982,817,746
Tia1,822,543,506,334,279,278
Gm44790,0,0,0,0,0,0
C87436,396,293,279,138,121,121
A430078I02Rik,4,0,0,1,0,4
2310040G24Rik,73,41,33,13,8,5
Gm43936,0,0,0,0,3,0
Gm28720,6,0,3,0,1,2
Gm28719,6,0,0,0,0,0
Gm44386,0,0,3,0,3,0
Pcbp1,9306,6319,6516,10068,10330,8161
1600020E01Rik,85,65,71,97,122,69
ENSMUSG00002075168,0,0,0,0,0,0
Gm44369,0,0,0,0,0,0
Asprv1,7,3,0,13,10,14
Mxd1,380,173,240,7583,7181,6007
Gm44292,0,0,0,5,4,1
Snrnp27,753,517,436,848,788,672
Gm44214,0,0,0,2,0,0
Gmcl1,707,496,490,312,337,261
Gm44036,7,3,1,0,0,0
Anxa4,5967,4092,4233,7212,6420,6038
2610306M01Rik,48,57,35,17,20,17
Aak1,1787,1184,1281,578,590,445
Gm44153,0,0,0,0,0,0
Gm44152,0,0,0,0,0,0
Gm44093,1,0,2,0,0,0
Gm44091,7,0,0,0,0,0
Nfu1,1107,666,795,746,748,607
Gfpt1,2031,1281,1307,708,632,703
D6Ertd527e,9,2,0,1,0,1
Antxr1,27,9,11,123,100,163
Gm44415,0,0,0,0,0,0
Gm44416,0,0,0,0,0,0
Gm44417,0,0,0,0,0,0
Gm44418,1,0,0,11,3,7
5S_rRNA|ENSMUSG00002074885.1,0,0,0,0,0,0
9530013L04Rik,0,0,0,0,0,0
Gm44414,0,0,0,0,0,0
Gkn1,0,0,0,0,0,0
Gkn2,0,0,0,0,0,0
Gkn3,0,0,0,0,0,0
Bmp10,0,0,0,10,5,5
Arhgap25,3378,2637,2460,700,760,672
Gm44198,19,9,6,0,0,0
Prokr1,98,101,54,229,233,230
Gm34312,0,0,0,0,0,0
Aplf,241,145,134,58,43,35
Gm44097,0,3,0,0,0,0
E230015B07Rik,0,0,0,0,0,1
1810020O05Rik,0,0,0,0,0,0
Gm44210,0,0,0,0,0,0
Efcc1,3,0,0,0,7,0
Gm5879,21,11,8,8,16,12
Gm43904,0,0,0,0,0,0
Gp9,8,3,1,18,9,9
Rab43,104,124,103,119,122,117
Gm45140,4,3,2,1,0,2
Gm44423,18,9,13,30,20,15
9930120I10Rik,4,10,9,1,7,8
Isy1,651,524,441,347,324,218
B130021K23Rik,0,0,2,2,0,2
Cnbp,11356,7383,7269,7076,5923,5550
Gm44064,0,0,1,0,0,1
Copg1,3055,1893,2012,2180,1744,1700
Gm26636,0,0,1,0,0,0
Hmces,556,399,383,136,121,97
Rps19-ps9,0,0,0,0,0,0
H1f10,138,84,68,119,83,94
Gm5577,23,24,13,1,4,1
ENSMUSG00002076518,0,0,0,0,0,0
Gm44168,26,21,10,5,12,0
4933412L11Rik,0,0,0,0,0,0
Rab7,13865,8399,9025,10666,9706,8483
Gm44187,1,1,0,2,0,2
Rpn1,9251,5935,5757,5261,4310,3896
Mir6376,0,0,0,0,0,0
Gm38708,0,0,0,0,0,1
Gata2,40,28,18,39,28,22
Gm44388,0,0,0,0,0,0
Dnajb8,0,0,0,0,1,0
1700031F10Rik,0,0,0,0,0,0
Eefsec,526,346,365,286,274,225
Gm44265,0,0,0,0,0,0
7SK|ENSMUSG00002075885.1,0,0,0,0,0,0
Gm44264,0,0,0,0,0,0
Ruvbl1,1093,749,801,868,741,724
Sec61a1,4961,3211,3357,3634,3149,2767
Gm44170,0,0,0,0,0,0
Gm44430,12,1,0,0,0,0
Kbtbd12,0,0,0,0,0,0
Gm26588,0,0,0,0,0,0
Mgll,87,72,87,38,34,30
Gm44005,0,0,0,0,0,0
Gm43999,0,0,0,0,0,0
Gm43937,0,0,0,0,0,0
Gm44001,0,0,0,0,0,0
Abtb1,501,440,369,76,98,84
Podxl2,0,0,0,0,0,0
Gm15612,4,0,0,0,0,0
Gm36189,10,5,14,0,0,0
Mcm2,4145,2662,2667,338,297,277
Tpra1,2220,1493,1411,104,97,99
Gm44178,0,0,0,0,0,0
4933427D06Rik,0,0,0,0,0,0
Gm1965,0,0,0,0,0,0
Gm6507,0,0,0,0,0,0
Gm44203,0,0,0,0,0,1
Gm839,0,0,0,0,0,0
5S_rRNA|ENSMUSG00002076033.1,0,0,0,0,0,0
Gm44204,0,0,0,0,0,0
4930512J16Rik,3,0,0,0,0,0
Gm26811,23,12,6,9,5,7
Plxna1,4183,2729,2951,2719,3031,2324
Gm44207,0,1,2,2,0,0
Chchd6,207,151,125,113,132,115
Gm43903,0,0,0,0,0,0
Txnrd3,183,104,129,58,113,57
Vmn1r-ps25,0,0,0,0,0,0
Vmn1r40,0,0,0,0,0,0
Vmn1r41,0,0,0,0,0,0
Vmn1r-ps26,0,0,0,0,0,0
Vmn1r-ps27,0,0,0,0,0,0
Vmn1r42,0,0,0,0,0,0
Vmn1r43,0,0,0,0,0,0
Vmn1r44,0,0,0,0,0,0
Vmn1r-ps28,0,0,0,0,0,0
Vmn1r45,0,0,0,0,0,0
Vmn1r46,0,0,0,0,0,0
Vmn1r-ps29,0,0,0,0,0,0
Vmn1r47,0,0,0,0,0,0
Vmn1r48,0,0,0,0,0,0
Vmn1r-ps31,0,0,0,0,0,0
Gm20534,0,0,0,0,0,0
Vmn1r49,0,0,0,0,0,0
Vmn1r50,0,0,0,0,0,0
Vmn1r51,0,0,0,0,0,0
Gm20426,0,1,0,0,0,0
Vmn1r-ps32,0,0,0,0,0,0
Vmn1r52,0,0,0,0,0,0
V1ra8,0,0,0,0,0,0
Vmn1r53,0,0,0,0,0,0
Gm4287,0,0,0,0,0,0
Vmn1r-ps34,0,0,0,0,0,0
Vmn1r54,0,0,0,0,0,0
Gm43891,0,0,0,0,0,0
BC048671,0,0,0,0,0,0
Chst13,0,0,0,0,0,0
Uroc1,0,0,0,0,0,0
Zxdc,807,528,594,396,392,324
C030015A19Rik,42,15,17,15,8,6
Cfap100,4,4,5,1,1,3
Gm44117,0,0,0,0,0,0
